# Output of restore_tide_db.
# This file was converted from harmonics-dwf-20071228-free.tcd
# at 2007-12-28 18:19 EST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
175
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
1.1905 0.9975 0.8931 1.0673 1.2571 1.1292 0.7304 0.8328 1.2393 1.1843
0.6903 0.7441 1.2111 1.2189 0.8480 0.8035 1.1335 1.2508 1.1115 0.9305
0.9579 1.1607 1.2522 1.0360 0.7189 0.9663 1.2771 1.0900 0.5991 0.8668
1.2662 1.1387 0.7269 0.8655 1.2083 1.2236 1.0116 0.9037 1.0465 1.2227
1.2110 0.9478 0.7726 1.0869 1.2791 0.9787 0.5764 0.9948 1.2884 1.0306
0.6433 0.9619 1.2573 1.1579 0.9098 0.9267 1.1356 1.2454 1.1412 0.8849
0.8719 1.1801 1.2461 0.8622 0.6331 1.1083 1.2757 0.9014 0.6268 1.0664
1.2727 1.0584 0.8307 0.9906 1.2060 1.2270 1.0560 0.8691 0.9883 1.2398
1.1824 0.7645 0.7452 1.1990 1.2288 0.7679 0.6837 1.1623 1.2512 0.9370
0.7987 1.0754 1.2451 1.1710 0.9748 0.9053 1.0971 1.2607 1.0974 0.7111
0.8779 1.2575 1.1520 0.6502 0.7891 1.2344 1.1939 0.8091 0.8252 1.1597
1.2462 1.0846 0.9187 0.9807 1.1828 1.2437 1.0030 0.7223 1.0091 1.2827
1.0499 0.5798 0.9154 1.2781 1.1032 0.6983 0.9004 1.2273 1.2069 0.9833
0.9072 1.0728 1.2338 1.1927 0.9194 0.7950 1.1216 1.2720 0.9338 0.5856
1.0389 1.2876 0.9861 0.6353 1.0007 1.2654 1.1300 0.8867 0.9445 1.1582
1.2445 1.1162 0.8696 0.9037 1.2046 1.2273 0.8200 0.6654 1.1451 1.2621
0.8534 0.6446 1.1033 1.2685 1.0228 0.8212 1.0175 1.2208 1.2146 1.0303
0.8704 1.0217 1.2518 1.1547 0.7327 0.7893 1.2246 1.2036 0.7215 0.7220
1.1915 1.2345 0.8975 0.8085 1.1043 1.2490 1.1485 0.9542 0.9218 1.1257
1.2604 1.0630 0.6990 0.9241 1.2717 1.1151 0.6158 0.8371 1.2543 1.1641
0.7729 0.8524 1.1846 1.2375 1.0567 0.9111 1.0060 1.2024 1.2316 0.9694
0.7332 1.0510 1.2836 1.0064 0.5701 0.9644 1.2854 1.0635 0.6757 0.9383
1.2429 1.1863 0.9554 0.9156 1.0990 1.2416 1.1711 0.8933 0.8223 1.1539
1.2601 0.8871 0.6050 1.0816 1.2819 0.9385 0.6369 1.0399 1.2696 1.0988
0.8672 0.9660 1.1795 1.2400 1.0899 0.8586 0.9384 1.2257 1.2044 0.7790
0.7049 1.1789 1.2436 0.8043 0.6718 1.1387 1.2599 0.9852 0.8177 1.0459
1.2327 1.1989 1.0047 0.8769 1.0548 1.2599 1.1232 0.7057 0.8357 1.2464
1.1730 0.6773 0.7650 1.2178 1.2128 0.8581 0.8241 1.1320 1.2492 1.1241
0.9370 0.9419 1.1524 1.2559 1.0281 0.6950 0.9701 1.2809 1.0756 0.5894
0.8856
N4
1.0712 1.0573 1.0370 1.0130 0.9879 0.9646 0.9457 0.9331 0.9279 0.9306
0.9411 0.9583 0.9804 1.0052 1.0299 1.0516 1.0677 1.0761 1.0758 1.0667
1.0501 1.0280 1.0032 0.9785 0.9567 0.9400 0.9301 0.9280 0.9338 0.9470
0.9664 0.9898 1.0149 1.0389 1.0587 1.0720 1.0771 1.0733 1.0611 1.0421
1.0186 0.9935 0.9696 0.9495 0.9353 0.9284 0.9293 0.9381 0.9539 0.9751
0.9995 1.0245 1.0471 1.0647 1.0750 1.0766 1.0695 1.0544 1.0333 1.0089
0.9839 0.9612 0.9432 0.9317 0.9278 0.9318 0.9435 0.9616 0.9843 1.0093
1.0337 1.0547 1.0696 1.0767 1.0749 1.0645 1.0468 1.0241 0.9991 0.9748
0.9536 0.9379 0.9292 0.9284 0.9355 0.9498 0.9699 0.9938 1.0190 1.0424
1.0613 1.0734 1.0771 1.0718 1.0584 1.0385 1.0146 0.9894 0.9660 0.9468
0.9337 0.9280 0.9302 0.9402 0.9569 0.9788 1.0035 1.0283 1.0503 1.0669
1.0758 1.0761 1.0676 1.0514 1.0296 1.0049 0.9801 0.9580 0.9409 0.9306
0.9279 0.9332 0.9459 0.9649 0.9882 1.0133 1.0373 1.0575 1.0713 1.0770
1.0738 1.0621 1.0435 1.0202 0.9951 0.9711 0.9507 0.9360 0.9286 0.9290
0.9373 0.9527 0.9735 0.9978 1.0229 1.0458 1.0637 1.0746 1.0768 1.0702
1.0556 1.0349 1.0106 0.9855 0.9626 0.9443 0.9322 0.9278 0.9313 0.9425
0.9602 0.9827 1.0076 1.0321 1.0534 1.0689 1.0765 1.0753 1.0654 1.0482
1.0257 1.0008 0.9763 0.9549 0.9388 0.9296 0.9282 0.9348 0.9486 0.9684
0.9922 1.0173 1.0409 1.0602 1.0728 1.0771 1.0725 1.0595 1.0400 1.0162
0.9911 0.9675 0.9479 0.9343 0.9281 0.9298 0.9393 0.9557 0.9773 1.0019
1.0267 1.0490 1.0660 1.0755 1.0763 1.0684 1.0527 1.0312 1.0066 0.9817
0.9594 0.9419 0.9310 0.9278 0.9326 0.9449 0.9635 0.9866 1.0116 1.0358
1.0563 1.0706 1.0769 1.0743 1.0631 1.0449 1.0219 0.9968 0.9726 0.9519
0.9368 0.9288 0.9287 0.9365 0.9514 0.9720 0.9961 1.0212 1.0443 1.0627
1.0741 1.0769 1.0709 1.0568 1.0364 1.0123 0.9872 0.9641 0.9453 0.9328
0.9278 0.9308 0.9415 0.9588 0.9811 1.0059 1.0306 1.0522 1.0681 1.0762
1.0756 1.0663 1.0495 1.0274 1.0025 0.9779 0.9562 0.9397 0.9300 0.9280
0.9341 0.9475 0.9670 0.9905 1.0156 1.0394 1.0591 1.0722 1.0771 1.0730
1.0606 1.0414 1.0179 0.9928 0.9690 0.9490 0.9350 0.9283 0.9295 0.9385
0.9544 0.9757 1.0002 1.0252 1.0477 1.0651 1.0751 1.0766 1.0692 1.0539
1.0327 1.0082 0.9833 0.9607 0.9428 0.9315 0.9278 0.9320 0.9439 0.9621
0.9850 1.0099 1.0343 1.0552 1.0699 1.0768 1.0747 1.0641 1.0463 1.0235
0.9985 0.9741 0.9531 0.9376 0.9291 0.9285 0.9358 0.9502 0.9705 0.9945
1.0196 1.0429 1.0617 1.0736 1.0770 1.0716 1.0579 1.0379 1.0139 0.9888
0.9655 0.9463 0.9334 0.9279 0.9304 0.9406 0.9575 0.9795 1.0043 1.0290
1.0509 1.0672 1.0760 1.0760 1.0672 1.0508 1.0289 1.0041 0.9794 0.9574
0.9405 0.9304 0.9279 0.9335 0.9464 0.9656 0.9889 1.0140 1.0380 1.0580
1.0716 1.0770 1.0736 1.0617 1.0429 1.0195 0.9944 0.9704 0.9502 0.9357
0.9285 0.9291 0.9376 0.9532 0.9742 0.9986 1.0236 1.0463 1.0642 1.0748
1.0767 1.0699 1.0551 1.0342 1.0098 0.9849 0.9620 0.9438 0.9320 0.9278
0.9315
SL4
1.0710 0.8581 0.9052 1.1951 1.2369 0.8562 0.6858 1.1734 1.3158 0.8976
0.6440 1.1153 1.2849 1.0132 0.7870 0.9916 1.1874 1.1640 0.9851 0.8574
1.0108 1.2324 1.1567 0.7646 0.8056 1.2550 1.2571 0.7630 0.7257 1.2164
1.2610 0.8933 0.7809 1.0846 1.2165 1.0981 0.9119 0.9051 1.1030 1.2313
1.0596 0.7255 0.9370 1.3000 1.1664 0.6510 0.8492 1.2902 1.1994 0.7703
0.8339 1.1718 1.2089 1.0084 0.8729 0.9835 1.1683 1.1945 0.9619 0.7526
1.0575 1.3073 1.0522 0.5987 0.9840 1.3307 1.1038 0.6731 0.9297 1.2395
1.1632 0.9114 0.8821 1.0710 1.1988 1.1289 0.8846 0.8325 1.1529 1.2771
0.9282 0.6278 1.1087 1.3333 0.9818 0.6338 1.0437 1.2765 1.0826 0.8281
0.9373 1.1470 1.1913 1.0452 0.8486 0.9370 1.2148 1.2135 0.8143 0.7235
1.2091 1.2982 0.8472 0.6702 1.1532 1.2776 0.9755 0.7844 1.0208 1.1983
1.1478 0.9616 0.8644 1.0409 1.2389 1.1264 0.7378 0.8508 1.2776 1.2277
0.7166 0.7703 1.2452 1.2409 0.8530 0.7982 1.1130 1.2163 1.0738 0.8966
0.9244 1.1262 1.2258 1.0257 0.7207 0.9806 1.3098 1.1266 0.6217 0.8993
1.3079 1.1667 0.7367 0.8664 1.1947 1.1965 0.9809 0.8718 1.0085 1.1820
1.1787 0.9316 0.7685 1.0949 1.3037 1.0072 0.5970 1.0328 1.3351 1.0616
0.6565 0.9703 1.2525 1.1398 0.8864 0.8963 1.0945 1.2010 1.1056 0.8644
0.8609 1.1796 1.2611 0.8823 0.6534 1.1496 1.3242 0.9324 0.6435 1.0836
1.2777 1.0494 0.8142 0.9620 1.1644 1.1822 1.0197 0.8444 0.9691 1.2299
1.1877 0.7772 0.7654 1.2404 1.2755 0.7963 0.7054 1.1889 1.2656 0.9362
0.7883 1.0499 1.2059 1.1292 0.9396 0.8759 1.0693 1.2415 1.0938 0.7177
0.8963 1.2957 1.1939 0.6750 0.8171 1.2699 1.2163 0.8146 0.8205 1.1395
1.2125 1.0482 0.8853 0.9462 1.1471 1.2167 0.9922 0.7235 1.0232 1.3147
1.0848 0.6016 0.9499 1.3207 1.1310 0.7083 0.9022 1.2144 1.1810 0.9538
0.8754 1.0338 1.1922 1.1602 0.9031 0.7901 1.1288 1.2955 0.9604 0.6063
1.0786 1.3346 1.0163 0.6488 1.0103 1.2617 1.1131 0.8644 0.9139 1.1164
1.2000 1.0810 0.8488 0.8916 1.2031 1.2411 0.8386 0.6864 1.1874 1.3101
0.8830 0.6623 1.1220 1.2746 1.0149 0.8055 0.9886 1.1790 1.1703 0.9946
0.8452 1.0012 1.2407 1.1589 0.7443 0.8102 1.2664 1.2492 0.7483 0.7453
1.2196 1.2498 0.8974 0.7985 1.0789 1.2102 1.1077 0.9196 0.8915 1.0966
1.2402 1.0587 0.7049 0.9428 1.3097 1.1554 0.6393 0.8671 1.2911 1.1868
0.7787 0.8482 1.1647 1.2048 1.0216 0.8780 0.9704 1.1656 1.2040 0.9582
0.7337 1.0649 1.3148 1.0393 0.5914 1.0008 1.3288 1.0910 0.6859 0.9408
1.2309 1.1617 0.9272 0.8837 1.0589 1.1994 1.1386 0.8768 0.8167 1.1604
1.2825 0.9119 0.6262 1.1228 1.3289 0.9677 0.6508 1.0508 1.2669 1.0832
0.8459 0.9351 1.1371 1.1955 1.0550 0.8376 0.9251 1.2232 1.2170 0.7961
0.7268 1.2223 1.2909 0.8324 0.6906 1.1588 1.2669 0.9784 0.8026 1.0168
1.1908 1.1552 0.9696 0.8511 1.0329 1.2478 1.1263 0.7164 0.8574 1.2885
1.2174 0.7026 0.7900 1.2473 1.2287 0.8587 0.8146 1.1066 1.2109 1.0843
0.9030 0.9106 1.1219 1.2349 1.0231 0.7003 0.9890 1.3185 1.1142 0.6119
0.9176
MNO5
0.8837 0.9182 0.9617 1.0046 1.0405 1.0670 1.0842 1.0938 1.0973 1.0955
1.0879 1.0732 1.0497 1.0165 0.9753 0.9312 0.8927 0.8704 0.8714 0.8953
0.9346 0.9789 1.0195 1.0519 1.0747 1.0887 1.0958 1.0972 1.0933 1.0831
1.0652 1.0380 1.0014 0.9581 0.9150 0.8817 0.8679 0.8782 0.9092 0.9516
0.9954 1.0332 1.0618 1.0810 1.0922 1.0970 1.0963 1.0902 1.0772 1.0558
1.0248 0.9852 0.9410 0.9003 0.8736 0.8690 0.8882 0.9249 0.9689 1.0109
1.0454 1.0703 1.0862 1.0947 1.0974 1.0947 1.0860 1.0700 1.0450 1.0103
0.9682 0.9243 0.8878 0.8689 0.8738 0.9008 0.9416 0.9858 1.0254 1.0562
1.0775 1.0903 1.0964 1.0970 1.0921 1.0808 1.0615 1.0327 0.9947 0.9509
0.9087 0.8779 0.8679 0.8820 0.9156 0.9588 1.0020 1.0385 1.0655 1.0833
1.0934 1.0972 1.0958 1.0886 1.0744 1.0515 1.0191 0.9783 0.9340 0.8949
0.8712 0.8705 0.8931 0.9317 0.9759 1.0170 1.0500 1.0734 1.0880 1.0955
1.0973 1.0937 1.0840 1.0667 1.0401 1.0041 0.9612 0.9177 0.8834 0.8680
0.8768 0.9067 0.9487 0.9926 1.0309 1.0602 1.0800 1.0917 1.0968 1.0966
1.0908 1.0783 1.0575 1.0272 0.9880 0.9439 0.9027 0.8747 0.8685 0.8863
0.9221 0.9659 1.0083 1.0434 1.0690 1.0854 1.0944 1.0974 1.0950 1.0868
1.0714 1.0469 1.0130 0.9712 0.9271 0.8897 0.8694 0.8727 0.8985 0.9387
0.9829 1.0230 1.0545 1.0763 1.0897 1.0962 1.0971 1.0926 1.0818 1.0631
1.0349 0.9975 0.9540 0.9113 0.8794 0.8678 0.8804 0.9129 0.9559 0.9993
1.0363 1.0640 1.0824 1.0929 1.0971 1.0960 1.0893 1.0756 1.0533 1.0215
0.9811 0.9369 0.8971 0.8721 0.8698 0.8910 0.9288 0.9729 1.0145 1.0481
1.0721 1.0873 1.0952 1.0973 1.0941 1.0849 1.0681 1.0422 1.0068 0.9642
0.9204 0.8851 0.8683 0.8755 0.9042 0.9457 0.9897 1.0286 1.0586 1.0790
1.0911 1.0967 1.0967 1.0913 1.0794 1.0593 1.0296 0.9908 0.9469 0.9052
0.8760 0.8682 0.8844 0.9193 0.9629 1.0057 1.0414 1.0675 1.0846 1.0940
1.0973 1.0953 1.0876 1.0727 1.0489 1.0156 0.9742 0.9299 0.8918 0.8701
0.8718 0.8962 0.9357 0.9800 1.0205 1.0527 1.0751 1.0890 1.0959 1.0972
1.0931 1.0828 1.0646 1.0371 1.0003 0.9570 0.9139 0.8810 0.8678 0.8788
0.9103 0.9529 0.9965 1.0341 1.0625 1.0815 1.0924 1.0970 1.0963 1.0899
1.0768 1.0551 1.0239 0.9840 0.9398 0.8994 0.8731 0.8692 0.8890 0.9260
0.9701 1.0120 1.0462 1.0709 1.0865 1.0949 1.0974 1.0945 1.0857 1.0695
1.0442 1.0093 0.9670 0.9231 0.8870 0.8687 0.8743 0.9019 0.9428 0.9869
1.0263 1.0569 1.0779 1.0905 1.0965 1.0969 1.0919 1.0804 1.0608 1.0317
0.9936 0.9498 0.9076 0.8773 0.8680 0.8827 0.9167 0.9601 1.0031 1.0393
1.0661 1.0837 1.0936 1.0973 1.0956 1.0883 1.0739 1.0508 1.0180 0.9770
0.9327 0.8939 0.8708 0.8709 0.8941 0.9329 0.9772 1.0182 1.0509 1.0740
1.0883 1.0957 1.0973 1.0935 1.0836 1.0660 1.0392 1.0029 0.9599 0.9165
0.8826 0.8679 0.8774 0.9078 0.9500 0.9938 1.0319 1.0609 1.0805 1.0919
1.0969 1.0965 1.0905 1.0779 1.0568 1.0262 0.9868 0.9427 0.9017 0.8742
0.8687 0.8871 0.9233 0.9673 1.0095 1.0443 1.0696 1.0858 1.0945 1.0974
1.0949
2MO5
0.8837 0.9182 0.9617 1.0046 1.0405 1.0670 1.0842 1.0938 1.0973 1.0955
1.0879 1.0732 1.0497 1.0165 0.9753 0.9312 0.8927 0.8704 0.8714 0.8953
0.9346 0.9789 1.0195 1.0519 1.0747 1.0887 1.0958 1.0972 1.0933 1.0831
1.0652 1.0380 1.0014 0.9581 0.9150 0.8817 0.8679 0.8782 0.9092 0.9516
0.9954 1.0332 1.0618 1.0810 1.0922 1.0970 1.0963 1.0902 1.0772 1.0558
1.0248 0.9852 0.9410 0.9003 0.8736 0.8690 0.8882 0.9249 0.9689 1.0109
1.0454 1.0703 1.0862 1.0947 1.0974 1.0947 1.0860 1.0700 1.0450 1.0103
0.9682 0.9243 0.8878 0.8689 0.8738 0.9008 0.9416 0.9858 1.0254 1.0562
1.0775 1.0903 1.0964 1.0970 1.0921 1.0808 1.0615 1.0327 0.9947 0.9509
0.9087 0.8779 0.8679 0.8820 0.9156 0.9588 1.0020 1.0385 1.0655 1.0833
1.0934 1.0972 1.0958 1.0886 1.0744 1.0515 1.0191 0.9783 0.9340 0.8949
0.8712 0.8705 0.8931 0.9317 0.9759 1.0170 1.0500 1.0734 1.0880 1.0955
1.0973 1.0937 1.0840 1.0667 1.0401 1.0041 0.9612 0.9177 0.8834 0.8680
0.8768 0.9067 0.9487 0.9926 1.0309 1.0602 1.0800 1.0917 1.0968 1.0966
1.0908 1.0783 1.0575 1.0272 0.9880 0.9439 0.9027 0.8747 0.8685 0.8863
0.9221 0.9659 1.0083 1.0434 1.0690 1.0854 1.0944 1.0974 1.0950 1.0868
1.0714 1.0469 1.0130 0.9712 0.9271 0.8897 0.8694 0.8727 0.8985 0.9387
0.9829 1.0230 1.0545 1.0763 1.0897 1.0962 1.0971 1.0926 1.0818 1.0631
1.0349 0.9975 0.9540 0.9113 0.8794 0.8678 0.8804 0.9129 0.9559 0.9993
1.0363 1.0640 1.0824 1.0929 1.0971 1.0960 1.0893 1.0756 1.0533 1.0215
0.9811 0.9369 0.8971 0.8721 0.8698 0.8910 0.9288 0.9729 1.0145 1.0481
1.0721 1.0873 1.0952 1.0973 1.0941 1.0849 1.0681 1.0422 1.0068 0.9642
0.9204 0.8851 0.8683 0.8755 0.9042 0.9457 0.9897 1.0286 1.0586 1.0790
1.0911 1.0967 1.0967 1.0913 1.0794 1.0593 1.0296 0.9908 0.9469 0.9052
0.8760 0.8682 0.8844 0.9193 0.9629 1.0057 1.0414 1.0675 1.0846 1.0940
1.0973 1.0953 1.0876 1.0727 1.0489 1.0156 0.9742 0.9299 0.8918 0.8701
0.8718 0.8962 0.9357 0.9800 1.0205 1.0527 1.0751 1.0890 1.0959 1.0972
1.0931 1.0828 1.0646 1.0371 1.0003 0.9570 0.9139 0.8810 0.8678 0.8788
0.9103 0.9529 0.9965 1.0341 1.0625 1.0815 1.0924 1.0970 1.0963 1.0899
1.0768 1.0551 1.0239 0.9840 0.9398 0.8994 0.8731 0.8692 0.8890 0.9260
0.9701 1.0120 1.0462 1.0709 1.0865 1.0949 1.0974 1.0945 1.0857 1.0695
1.0442 1.0093 0.9670 0.9231 0.8870 0.8687 0.8743 0.9019 0.9428 0.9869
1.0263 1.0569 1.0779 1.0905 1.0965 1.0969 1.0919 1.0804 1.0608 1.0317
0.9936 0.9498 0.9076 0.8773 0.8680 0.8827 0.9167 0.9601 1.0031 1.0393
1.0661 1.0837 1.0936 1.0973 1.0956 1.0883 1.0739 1.0508 1.0180 0.9770
0.9327 0.8939 0.8708 0.8709 0.8941 0.9329 0.9772 1.0182 1.0509 1.0740
1.0883 1.0957 1.0973 1.0935 1.0836 1.0660 1.0392 1.0029 0.9599 0.9165
0.8826 0.8679 0.8774 0.9078 0.9500 0.9938 1.0319 1.0609 1.0805 1.0919
1.0969 1.0965 1.0905 1.0779 1.0568 1.0262 0.9868 0.9427 0.9017 0.8742
0.8687 0.8871 0.9233 0.9673 1.0095 1.0443 1.0696 1.0858 1.0945 1.0974
1.0949
MSK5
0.9245 0.9455 0.9730 1.0016 1.0270 1.0469 1.0607 1.0687 1.0718 1.0702
1.0637 1.0518 1.0338 1.0099 0.9820 0.9535 0.9299 0.9166 0.9172 0.9315
0.9557 0.9843 1.0120 1.0354 1.0529 1.0644 1.0705 1.0717 1.0683 1.0598
1.0455 1.0252 0.9994 0.9707 0.9435 0.9233 0.9151 0.9212 0.9400 0.9665
0.9953 1.0217 1.0429 1.0581 1.0674 1.0715 1.0710 1.0656 1.0550 1.0383
1.0158 0.9885 0.9597 0.9345 0.9185 0.9158 0.9272 0.9496 0.9777 1.0060
1.0306 1.0495 1.0623 1.0696 1.0719 1.0695 1.0622 1.0493 1.0303 1.0056
0.9773 0.9492 0.9269 0.9157 0.9186 0.9348 0.9602 0.9889 1.0161 1.0386
1.0552 1.0658 1.0710 1.0715 1.0673 1.0579 1.0426 1.0214 0.9949 0.9661
0.9396 0.9210 0.9151 0.9235 0.9439 0.9712 0.9999 1.0255 1.0458 1.0599
1.0684 1.0718 1.0705 1.0643 1.0527 1.0351 1.0117 0.9839 0.9553 0.9312
0.9171 0.9167 0.9301 0.9539 0.9823 1.0102 1.0340 1.0520 1.0638 1.0703
1.0718 1.0687 1.0605 1.0467 1.0267 1.0013 0.9727 0.9452 0.9243 0.9152
0.9204 0.9384 0.9646 0.9935 1.0201 1.0417 1.0572 1.0669 1.0714 1.0712
1.0662 1.0559 1.0397 1.0175 0.9904 0.9616 0.9360 0.9192 0.9155 0.9260
0.9479 0.9758 1.0042 1.0292 1.0484 1.0616 1.0692 1.0719 1.0698 1.0628
1.0503 1.0317 1.0074 0.9792 0.9510 0.9281 0.9160 0.9180 0.9334 0.9583
0.9870 1.0144 1.0373 1.0543 1.0652 1.0708 1.0716 1.0677 1.0587 1.0439
1.0230 0.9968 0.9680 0.9412 0.9219 0.9151 0.9225 0.9422 0.9693 0.9980
1.0240 1.0446 1.0592 1.0680 1.0717 1.0707 1.0649 1.0537 1.0365 1.0134
0.9858 0.9572 0.9326 0.9176 0.9163 0.9289 0.9521 0.9804 1.0085 1.0326
1.0509 1.0632 1.0700 1.0719 1.0690 1.0612 1.0478 1.0282 1.0031 0.9746
0.9469 0.9254 0.9154 0.9196 0.9369 0.9627 0.9915 1.0184 1.0404 1.0564
1.0664 1.0713 1.0713 1.0666 1.0567 1.0410 1.0191 0.9923 0.9635 0.9375
0.9199 0.9153 0.9249 0.9461 0.9738 1.0024 1.0276 1.0473 1.0609 1.0689
1.0718 1.0701 1.0635 1.0513 1.0332 1.0092 0.9812 0.9528 0.9294 0.9164
0.9174 0.9320 0.9564 0.9850 1.0127 1.0360 1.0533 1.0647 1.0706 1.0717
1.0681 1.0595 1.0450 1.0245 0.9987 0.9700 0.9428 0.9229 0.9151 0.9216
0.9406 0.9673 0.9961 1.0223 1.0434 1.0584 1.0676 1.0716 1.0709 1.0654
1.0546 1.0378 1.0151 0.9877 0.9590 0.9339 0.9182 0.9159 0.9277 0.9503
0.9785 1.0068 1.0312 1.0499 1.0626 1.0697 1.0719 1.0694 1.0619 1.0488
1.0297 1.0049 0.9765 0.9485 0.9265 0.9156 0.9189 0.9354 0.9609 0.9897
1.0168 1.0392 1.0555 1.0660 1.0711 1.0715 1.0671 1.0576 1.0422 1.0207
0.9942 0.9654 0.9390 0.9207 0.9152 0.9239 0.9445 0.9720 1.0006 1.0261
1.0462 1.0603 1.0685 1.0718 1.0704 1.0640 1.0523 1.0346 1.0109 0.9830
0.9545 0.9306 0.9169 0.9169 0.9307 0.9546 0.9832 1.0110 1.0346 1.0524
1.0641 1.0704 1.0718 1.0685 1.0602 1.0462 1.0260 1.0005 0.9718 0.9444
0.9238 0.9152 0.9207 0.9391 0.9655 0.9943 1.0208 1.0422 1.0576 1.0671
1.0715 1.0711 1.0659 1.0555 1.0391 1.0167 0.9896 0.9608 0.9353 0.9188
0.9156 0.9265 0.9486 0.9766 1.0050 1.0298 1.0489 1.0620 1.0694 1.0719
1.0697
3KM5
0.7377 0.7994 0.8884 0.9920 1.0965 1.1894 1.2617 1.3083 1.3270 1.3171
1.2789 1.2142 1.1268 1.0247 0.9193 0.8244 0.7531 0.7156 0.7172 0.7576
0.8312 0.9276 1.0332 1.1344 1.2202 1.2830 1.3189 1.3266 1.3056 1.2568
1.1826 1.0886 0.9836 0.8805 0.7933 0.7342 0.7115 0.7285 0.7827 0.8665
0.9681 1.0736 1.1700 1.2474 1.3002 1.3253 1.3218 1.2900 1.2309 1.1481
1.0485 0.9428 0.8442 0.7665 0.7208 0.7133 0.7453 0.8122 0.9045 1.0092
1.1126 1.2027 1.2710 1.3133 1.3274 1.3128 1.2702 1.2014 1.1111 1.0075
0.9029 0.8110 0.7445 0.7132 0.7212 0.7674 0.8456 0.9444 1.0501 1.1495
1.2320 1.2907 1.3221 1.3251 1.2996 1.2464 1.1686 1.0721 0.9665 0.8650
0.7816 0.7279 0.7115 0.7348 0.7945 0.8820 0.9852 1.0901 1.1840 1.2577
1.3061 1.3267 1.3187 1.2824 1.2192 1.1332 1.0318 0.9263 0.8301 0.7568
0.7169 0.7158 0.7538 0.8255 0.9207 1.0260 1.1280 1.2151 1.2796 1.3174
1.3270 1.3079 1.2609 1.1884 1.0953 0.9907 0.8871 0.7984 0.7370 0.7118
0.7261 0.7779 0.8602 0.9611 1.0667 1.1639 1.2430 1.2975 1.3245 1.3230
1.2930 1.2356 1.1543 1.0556 0.9498 0.8502 0.7708 0.7227 0.7126 0.7420
0.8068 0.8977 1.0021 1.1060 1.1972 1.2672 1.3113 1.3273 1.3147 1.2739
1.2067 1.1176 1.0147 0.9098 0.8164 0.7479 0.7141 0.7194 0.7633 0.8396
0.9373 1.0430 1.1433 1.2272 1.2875 1.3209 1.3258 1.3022 1.2508 1.1745
1.0789 0.9735 0.8714 0.7864 0.7304 0.7114 0.7320 0.7894 0.8756 0.9782
1.0832 1.1781 1.2536 1.3038 1.3262 1.3201 1.2855 1.2240 1.1393 1.0387
0.9330 0.8359 0.7609 0.7184 0.7147 0.7501 0.8198 0.9137 1.0190 1.1216
1.2099 1.2760 1.3157 1.3272 1.3101 1.2650 1.1939 1.1019 0.9979 0.8938
0.8036 0.7401 0.7122 0.7239 0.7734 0.8540 0.9539 1.0596 1.1579 1.2385
1.2947 1.3236 1.3240 1.2958 1.2403 1.1605 1.0625 0.9567 0.8565 0.7753
0.7248 0.7120 0.7388 0.8014 0.8911 0.9950 1.0993 1.1916 1.2633 1.3092
1.3271 1.3165 1.2775 1.2119 1.1242 1.0219 0.9166 0.8220 0.7516 0.7151
0.7178 0.7593 0.8336 0.9303 1.0360 1.1371 1.2222 1.2843 1.3195 1.3264
1.3047 1.2552 1.1803 1.0857 0.9807 0.8780 0.7913 0.7330 0.7114 0.7294
0.7846 0.8692 0.9710 1.0763 1.1723 1.2493 1.3012 1.3256 1.3214 1.2887
1.2289 1.1457 1.0457 0.9398 0.8417 0.7649 0.7200 0.7137 0.7467 0.8143
0.9072 1.0122 1.1152 1.2047 1.2725 1.3140 1.3273 1.3121 1.2687 1.1991
1.1084 1.0048 0.9002 0.8087 0.7432 0.7129 0.7219 0.7693 0.8480 0.9471
1.0529 1.1521 1.2339 1.2918 1.3226 1.3248 1.2985 1.2447 1.1662 1.0691
